id	character	type	name	held	c_name	ob	lvl	c_arch	c_elem	c_pot	c_mod	customs	caps
wpn_sephiroth_infiltration_sword	Sephiroth	gacha	Infiltration Sword	TRUE		10	140	phys	water	1340			debuff type=pdefDown tier=3 range=singleEnemy; buff type=elemDmgUp elem=water tier=3 range=allAllies when=selfHasBuff; buff type=hpGain range=allAllies when=firstUse
wpn_sephiroth_world_tree_bough	Sephiroth	guild	World Tree Bough	TRUE	Heavenly Grasp++	10	140	phys	nonelem	700	mult=1.5 when=stanceGaugeMax		
wpn_sephiroth_torn_wing	Sephiroth	event	Torn Wing	TRUE	Solid Barrier++	10	140	mag	heal	13			buff type=pdefUp tier=3 range=singleAlly; heal range=singleAlly
wpn_sephiroth_kuja_s_spirit_blade	Sephiroth	crossover	Kuja's Spirit Blade	TRUE		10	140	mag	nonelem	540			debuff type=matkDown tier=3 range=allEnemies; debuff type=patkDown tier=3 range=allEnemies when=selfHpGe50
wpn_sephiroth_ashura	Sephiroth	event	Ashura	TRUE	Fira Surge A++	10	140	mag	fire	290			
wpn_sephiroth_flame_dragon_blade	Sephiroth	event	Flame Dragon Blade	TRUE	Defira Surge++	10	140	mag	nonelem	360			debuff type=elemResistDown elem=fire tier=2 range=singleEnemy
wpn_sephiroth_protector_s_blade	Sephiroth	limited	Protector's Blade	TRUE	Protector's Blow++	10	140	mag	nonelem	900	mult=1.3 when=singleTarget		debuff type=mdefDown tier=3 range=allEnemies
wpn_sephiroth_shinra_wyvern_blade	Sephiroth	event	Shinra Wyvern Blade	TRUE	Defira Surge A++	10	140	mag	nonelem	250			debuff type=elemResistDown elem=fire tier=2 range=allEnemies
wpn_sephiroth_edgar_s_coiled_blade	Sephiroth	crossover	Edgar's Coiled Blade	TRUE	Royal Shock++	10	140	mag	water	940	mult=1.2 when=targetHasDebuff		
wpn_sephiroth_wintercrest_blade	Sephiroth	event	Wintercrest Blade	TRUE	Aerora Surge A++	10	140	mag	wind	290			
wpn_sephiroth_humus_saber	Sephiroth	event	Humus Saber	TRUE	Deaerora Surge A++	10	140	mag	nonelem	240			debuff type=elemResistDown elem=wind tier=2 range=allEnemies
wpn_sephiroth_blade_of_the_worthy	Sephiroth	limited	Blade of the Worthy	TRUE	Diving Scourge++	10	140	mag	nonelem	1010	add=40000 when=selfHpGe50		buff type=exploitWeakness range=self when=selfHpGe50 value=40
wpn_sephiroth_folding_ruler	Sephiroth	event	Folding Ruler	TRUE	Armora Breach Surge A++	10	140	mag	nonelem	250			debuff type=pdefDown tier=2 range=allEnemies
wpn_sephiroth_pandemonic_sword	Sephiroth	crossover	Pandemonic Sword	TRUE	Lightning Storm++	10	140	mag	lightning	800	mult=1.2 when=selfHpGe50		debuff type=patkDown tier=3 range=allEnemies; buff type=matkUp tier=3 range=allAllies when=selfHpGe50
wpn_sephiroth_soba	Sephiroth	limited	Sōba	TRUE	Tearing Frost++	10	140	phys	ice	1340			buff type=elemWeaponBoost elem=ice range=allAllies value=35
wpn_sephiroth_overture	Sephiroth	crossover	Overture	TRUE	Smite++	10	140	phys	water	1340			debuff type=pdefDown tier=3 range=singleEnemy; buff type=elemDmgUp elem=water tier=3 range=allAllies when=selfHasBuff; buff type=hpGain range=allAllies when=firstUse
wpn_sephiroth_phoenix_odachi	Sephiroth	crossover	Phoenix Odachi	TRUE	Dark Manifestation++	10	140	mag	nonelem	1340			buff type=physWeaponBoost range=allAllies value=35; buff type=magWeaponBoost range=allAllies value=35; gauge type=atb range=self when=firstUse
wpn_glenn_shockbuster	Glenn	gacha	Shockbuster	TRUE	Thundaga A++	10	140	mag	lightning	520			
wpn_glenn_crewkicker	Glenn	gacha	Crewkicker	TRUE	Spinning Blaze++	10	140	phys	fire	750			
wpn_glenn_rest_in_peace	Glenn	gacha	Rest in Peace	TRUE	Hell's Penalty++	10	140	phys	nonelem	750			
wpn_glenn_apology_in_hell	Glenn	gacha	Apology in Hell	TRUE	Twin Hell++	10	140	phys	nonelem	940			
wpn_glenn_jiggy_fam	Glenn	gacha	Jiggy Fam	TRUE	Quaga A++	10	140	mag	earth	520			
wpn_glenn_personal_style	Glenn	gacha	Personal Style	TRUE	Mad Bull++	10	140	phys	nonelem	940			
wpn_glenn_piece_of_cake	Glenn	gacha	Piece of Cake	TRUE	Dual Slash++	10	140	phys	nonelem	510			debuff type=pdefDown tier=3 range=singleEnemy
wpn_glenn_pumpkin_lamppost	Glenn	gacha	Pumpkin Lamppost	TRUE	Stalwart Bravery++	10	140	mag	heal	13			buff type=patkUp tier=3 range=singleAlly; buff type=regen range=singleAlly; heal range=singleAlly
wpn_glenn_hardcore_squad	Glenn	gacha	Hardcore Squad	TRUE	Good Vibes++	10	140	mag	heal	9			buff type=pdefUp tier=2 range=allAllies; buff type=mdefUp tier=2 range=allAllies; heal range=allAllies
wpn_glenn_ultimatic	Glenn	gacha	Ultimatic	TRUE	Skullknocker++	10	140	phys	nonelem	1040			
wpn_glenn_slay_the_day	Glenn	gacha	Slay the Day	TRUE		10	140	phys	nonelem	420			debuff type=pdefDown tier=2 range=singleEnemy; buff type=elemDmgUp elem=water tier=3 range=self when=selfHpGe50
wpn_glenn_blade_of_ruin	Glenn	gacha	Blade of Ruin	TRUE		10	140	phys	ice	940			buff type=provoke range=self; gauge type=command range=singleAlly
wpn_glenn_pirates_glaive	Glenn	gacha	Pirate's Glaive	TRUE		10	140	phys	nonelem	800			buff type=provoke range=self; buff type=veil range=self; buff type=hpGain range=allAllies
wpn_glenn_desperado_glaive	Glenn	gacha	Desperado Glaive	TRUE		10	140	phys	earth	620			debuff type=patkDown tier=3 range=singleEnemy; debuff type=elemResistDown elem=earth tier=3 range=singleEnemy when=selfHpGe70; buff type=veil range=self
wpn_glenn_patissiers_glaive	Glenn	gacha	Patissier's Glaive	TRUE	Baked Chocolate Rush++	10	140	mag	fire	920			debuff type=elemResistDown elem=fire tier=3 range=singleEnemy; buff type=matkUp tier=3 range=allAllies; buff type=veil range=self
wpn_glenn_garish_greatblade	Glenn	gacha	Garish Greatblade	TRUE		10	140	mag	ice	920			debuff type=enfeeble range=singleEnemy; debuff type=matkDown tier=3 range=singleEnemy; buff type=mdefUp tier=3 range=allAllies when=selfHpGe70
wpn_glenn_squeaky_hammer	Glenn	guild	Squeaky Hammer	TRUE	Crushing Jump++	10	140	phys	nonelem	700	mult=2 when=selfHpLe30		
wpn_glenn_thousand_waves	Glenn	event	Thousand Waves	TRUE	Magic Ray++	10	140	mag	nonelem	560			
wpn_glenn_inferno_grave	Glenn	event	Inferno Grave	TRUE	Fira Surge++	10	140	mag	fire	450			
wpn_glenn_steiner_s_blade	Glenn	event	Steiner's Blade	TRUE	Power Break++	10	140	phys	nonelem	360			debuff type=pdefDown tier=2 range=singleEnemy
wpn_glenn_best_wishes	Glenn	event	Best Wishes	TRUE	Armora Breach Surge++	10	140	mag	nonelem	360			debuff type=pdefDown tier=2 range=singleEnemy
wpn_glenn_stream_slasher	Glenn	limited	Stream Slasher	TRUE	Flooding Stream++	10	140	phys	water	900			debuff type=pdefDown tier=3 range=singleEnemy
wpn_glenn_silver_sol_buster	Glenn	event	Silver Sol Buster	TRUE	Fire Surge A++	10	140	mag	fire	290			
wpn_glenn_radglaive	Glenn	event	Radglaive	TRUE	Watera Surge A++	10	140	mag	water	290			
wpn_glenn_stilva_glaive	Glenn	event	Stilva Glaive	TRUE	Deblizzara Surge A++	10	140	mag	nonelem	250			debuff type=elemResistDown elem=ice tier=2 range=allEnemies
wpn_glenn_set_square	Glenn	event	Set Square	TRUE	Armora Breach Surge A++	10	140	mag	nonelem	250			debuff type=pdefDown tier=2 range=allEnemies
wpn_glenn_snow_s_bardiche	Glenn	crossover	Snow's Bardiche	TRUE	Chaos Geyser++	10	140	mag	ice	920			debuff type=enfeeble range=singleEnemy; debuff type=matkDown tier=3 range=singleEnemy; buff type=mdefUp tier=3 range=allAllies when=selfHpGe70
wpn_glenn_revenant_mother_s_glaive	Glenn	event	Revenant Mother's Glaive	TRUE		10	140						
wpn_matt_prime_number	Matt	gacha	Prime Number	TRUE	Healing Showers++	10	140	mag	heal	74			heal range=allAllies
wpn_matt_centipede	Matt	gacha	Centipede	TRUE		10	140	mag	heal	59			buff type=pdefUp tier=3 range=allAllies; heal range=allAllies
wpn_matt_core_defender	Matt	gacha	Core Defender	TRUE	Amulet Tribute++	10	140	mag	heal	7			buff type=mdefUp tier=3 range=allAllies; heal range=allAllies
wpn_matt_espee_rapiere_nextg	Matt	gacha	Espee Rapiere Next-G	TRUE	First Aid++	10	140	mag	heal	148			heal range=singleAlly
wpn_matt_broadsword_axis	Matt	gacha	Broadsword: Axis	TRUE	Shoot & Slash++	10	140	phys	nonelem	900			
wpn_matt_slick_beetle	Matt	gacha	Slick Beetle	TRUE	X-Shot++	10	140	phys	nonelem	480			debuff type=patkDown tier=3 range=singleEnemy
wpn_matt_orthodox_raven	Matt	gacha	Orthodox Raven	TRUE	Waterga A++	10	140	mag	water	540			
wpn_matt_stingray	Matt	gacha	Stingray	TRUE	Core Sting++	10	140	mag	nonelem	540			debuff type=mdefDown tier=3 range=singleEnemy
wpn_matt_absolute_royal	Matt	gacha	Absolute Royal	TRUE	Snowstorm++	10	140	mag	ice	540			
wpn_matt_luminary_sword	Matt	gacha	Luminary Sword	TRUE		10	140	mag	heal	7			buff type=matkUp tier=3 range=allAllies; buff type=elemDmgUp elem=fire tier=3 range=allAllies when=selfHpGe70; heal range=allAllies; set type=allCure
wpn_matt_syringe_rapier	Matt	gacha	Syringe Rapier	TRUE		10	140	mag	heal	7			buff type=mdefUp tier=3 range=allAllies; buff type=pdefUp tier=3 range=allAllies when=selfHpGe50; heal range=allAllies; set type=allCure
wpn_matt_bramble_spine	Matt	gacha	Bramble Spine	TRUE		10	140	mag	heal	13			buff type=patkUp tier=3 range=singleAlly; buff type=regen range=singleAlly; heal range=singleAlly; set type=allCure
wpn_matt_killer_hornet	Matt	gacha	Killer Hornet	TRUE		10	140	phys	nonelem	720			
wpn_matt_nautilus_spiral	Matt	gacha	Nautilus Spiral	TRUE		10	140	phys	nonelem	420			debuff type=elemResistDown elem=ice tier=3 range=singleEnemy; debuff type=elemResistDown elem=lightning tier=3 range=singleEnemy when=selfHpGe50; set type=allCure
wpn_matt_desperado_rapier	Matt	gacha	Desperado Rapier	TRUE	Green Repose++	10	140	mag	heal	59			buff type=elemResistUp elem=lightning tier=3 range=allAllies; buff type=elemResistUp elem=wind tier=3 range=allAllies; buff type=patkUp tier=3 range=allAllies when=selfHpGe70; heal range=allAllies
wpn_matt_physicians_scalpel	Matt	gacha	Physician's Scalpel	TRUE		10	140	mag	heal	47			buff type=patkUp tier=3 range=allAllies; buff type=mdefUp tier=3 range=allAllies when=selfHpGe70; heal range=allAllies
wpn_matt_foam_sword	Matt	guild	Foam Sword	TRUE	Swing++	10	140	phys	nonelem	620			set type=allCure
wpn_matt_holiday_cane	Matt	event	Holiday Cane	TRUE	Quakera Surge A++	10	140	mag	earth	290			
wpn_matt_bahamut_rapier	Matt	event	Bahamut Rapier	TRUE	Ruinra Surge++	10	140	mag	nonelem	450			
wpn_matt_giant_fork	Matt	event	Giant Fork	TRUE	Solid Bravery++	10	140	mag	heal	13			buff type=patkUp tier=2 range=singleAlly; buff type=regen range=singleAlly; heal range=singleAlly; set type=allCure
wpn_matt_humus_rapier	Matt	event	Humus Rapier	TRUE	Aerora Surge A++	10	140	mag	wind	290			
wpn_matt_firefish	Matt	event	Firefish	TRUE	Fira Impact++	10	140	phys	fire	450			
wpn_matt_candle_rapier	Matt	event	Candle Rapier	TRUE	Thundara Surge A++	10	140	mag	lightning	290			
wpn_matt_hrotti	Matt	event	Hrotti	TRUE	Dequakera Surge++	10	140	mag	nonelem	360			debuff type=elemResistDown elem=earth tier=2 range=singleEnemy
wpn_matt_deroplatys	Matt	limited	Deroplatys	TRUE	Mending Wave++	10	140	mag	heal	47			buff type=patkUp tier=3 range=allAllies; buff type=mdefUp tier=3 range=allAllies when=selfHpGe70; heal range=allAllies; set type=allEsuna
wpn_matt_dragontail_sword	Matt	event	Dragontail Sword	TRUE	Debravera Surge++	10	140	mag	nonelem	360			debuff type=patkDown tier=2 range=singleEnemy
wpn_lucia_nightjar	Lucia	gacha	Nightjar	TRUE		10	140	mag	nonelem	420			debuff type=pdefDown tier=3 range=singleEnemy; debuff type=mdefDown tier=2 range=singleEnemy when=selfHasBuff
wpn_lucia_bald_eagle	Lucia	gacha	Bald Eagle	TRUE		10	140	phys	nonelem	540			debuff type=elemResistDown elem=ice tier=3 range=singleEnemy
wpn_lucia_mad_minute	Lucia	gacha	Mad Minute	TRUE	Barrage++	10	140	phys	nonelem	540			debuff type=matkDown tier=3 range=singleEnemy
wpn_lucia_ssr1976	Lucia	gacha	SSR1976	TRUE	Stalwart Manaward++	10	140	mag	heal	13			buff type=mdefUp tier=3 range=singleAlly; heal range=singleAlly
wpn_lucia_holiday_revolver	Lucia	gacha	Holiday Revolver	TRUE		10	140	mag	earth	800			
wpn_lucia_pulse_gun	Lucia	gacha	Pulse Gun	TRUE	Aeroga A++	10	140	mag	wind	500			
wpn_lucia_serpent_eater	Lucia	gacha	Serpent Eater	TRUE	Hydroshot++	10	140	phys	water	790			
wpn_lucia_rose_musket	Lucia	gacha	Rose Musket	TRUE		10	140	mag	fire	620			debuff type=mdefDown tier=3 range=singleEnemy when=selfHpGe50
wpn_lucia_black_rifle	Lucia	gacha	Black Rifle	TRUE	Quietude++	10	140	phys	nonelem	790			debuff status=silence range=singleEnemy
wpn_lucia_tranquilizer_gun	Lucia	gacha	Tranquilizer Gun	TRUE	Potion Volley++	10	140	mag	heal	163			buff type=removePoison range=self; buff type=removeBlind range=self; heal range=self
wpn_lucia_v39	Lucia	gacha	V39	TRUE	Pineapple Shot++	10	140	phys	nonelem	690			
wpn_lucia_marine_shooter	Lucia	gacha	Marine Shooter	TRUE		10	140	phys	nonelem	560			debuff type=patkDown tier=3 range=allEnemies; debuff type=elemResistDown elem=fire tier=3 range=allEnemies when=selfHpGe50
wpn_lucia_rifle_of_the_hunt	Lucia	gacha	Rifle of the Hunt	TRUE		10	140	phys	earth	620			debuff type=elemResistDown elem=earth tier=3 range=singleEnemy; debuff type=pdefDown tier=3 range=singleEnemy when=selfHpGe50
wpn_lucia_thunderbird	Lucia	gacha	Thunderbird	TRUE		10	140	mag	lightning	540			debuff type=mdefDown tier=3 range=singleEnemy
wpn_lucia_barn_swallow	Lucia	gacha	Barn Swallow	TRUE	Striking Quintet++	10	140	phys	nonelem	790			
wpn_lucia_desperado_rifle	Lucia	gacha	Desperado Rifle	TRUE	Frozen Prism++	10	140	phys	ice	780			debuff type=pdefDown tier=3 range=allEnemies; buff type=elemDmgUp elem=ice tier=3 range=allAllies when=selfHpGe70
wpn_lucia_killer_falcon	Lucia	gacha	Killer Falcon	TRUE	Explosive Bullets++	10	140	mag	fire	920			buff type=elemWeaponBoost elem=fire range=allAllies value=35; buff type=hpGain range=allAllies when=firstUse
wpn_lucia_rubber_band_gun	Lucia	guild	Rubber Band Gun	TRUE	Parading Shot++	10	140	phys	nonelem	620			gauge type=command
wpn_lucia_rifle_of_levin	Lucia	event	Rifle of Levin	TRUE	Thundara Surge++	10	140	mag	lightning	420			
wpn_lucia_pumpkin_blaster	Lucia	event	Pumpkin Blaster	TRUE	Solid Manaward++	10	140	mag	heal	13			buff type=mdefUp tier=3 range=singleAlly; heal range=singleAlly
wpn_lucia_vivi_s_magical_gun	Lucia	event	Vivi's Magical Gun	TRUE	Fira Surge A++	10	140	mag	fire	290			
wpn_lucia_featherscatter	Lucia	event	Featherscatter	TRUE	Debravera Surge++	10	140	mag	nonelem	360			debuff type=patkDown tier=2 range=singleEnemy
wpn_lucia_eligor_rifle	Lucia	event	Eligor Rifle	TRUE	Blizzara Surge A++	10	140	mag	ice	290			
wpn_lucia_spirit_demon_rifle	Lucia	event	Spirit Demon Rifle	TRUE	Debravera Surge A++	10	140	mag	nonelem	250			debuff type=patkDown tier=2 range=allEnemies
wpn_lucia_shinra_ceremonial_rifle	Lucia	limited	Shinra Ceremonial Rifle	TRUE	Napalm Assault++	10	140	phys	fire	840			debuff type=enfeeble range=singleEnemy; buff type=elemDmgUp elem=fire tier=3 range=allAllies when=selfHpGe50; gauge type=atb range=allAllies when=firstUse
wpn_angeal_gargantuan_monolith	Angeal	gacha	Gargantuan Monolith	TRUE		10	140	mag	heal	15			buff type=provoke range=self; buff type=mdefUp tier=3 range=self; heal range=self
wpn_angeal_shinra_greatsword_model_i	Angeal	gacha	Shinra Greatsword: Model I	TRUE	Shock Slash++	10	140	phys	nonelem	620			debuff type=elemResistDown elem=earth tier=3 range=singleEnemy; buff type=veil range=self
wpn_angeal_greatsword_a	Angeal	gacha	Greatsword (A)	TRUE	Crushing Swing++	10	140	phys	nonelem	540			debuff type=pdefDown tier=3 range=allEnemies; buff type=veil range=self
wpn_angeal_stalwart_integrity	Angeal	gacha	Stalwart Integrity	TRUE	Fortress Guard++	10	140	mag	heal	7			buff type=pdefUp tier=3 range=allAllies; buff type=patkUp tier=3 range=allAllies when=selfHpGe70; heal range=allAllies
wpn_angeal_type90_longsword	Angeal	gacha	Type-90 Longsword	TRUE	Rapid Blade++	10	140	phys	nonelem	750			buff type=provoke range=self; buff type=regen range=self
wpn_angeal_cc_alloy_greatsword	Angeal	gacha	CC Alloy Greatsword	TRUE	Thundaga Burst++	10	140	mag	lightning	900			
wpn_angeal_sequoiadendron	Angeal	gacha	Sequoiadendron	TRUE		10	140	phys	earth	1200			
wpn_angeal_type91_twohander	Angeal	gacha	Type-91 Two-Hander	TRUE	Flash Thrust++	10	140	mag	nonelem	420			debuff type=patkDown tier=3 range=singleEnemy; debuff type=matkDown tier=2 range=singleEnemy when=selfHpGe50
wpn_angeal_innocent_warrior	Angeal	gacha	Innocent Warrior	TRUE		10	140	mag	fire	520			
wpn_angeal_volcanic_heat	Angeal	gacha	Volcanic Heat	TRUE		10	140	phys	fire	620			debuff type=elemResistDown elem=fire tier=3 range=singleEnemy when=selfHpGe50; buff type=veil range=self
wpn_angeal_inflatable_buster_sword	Angeal	gacha	Inflatable Buster Sword	TRUE		10	140	phys	nonelem	640			debuff type=elemWeakness elem=water range=allEnemies value=30; buff type=provoke range=self; buff type=pdefUp tier=3 range=allAllies when=selfHpGe70
wpn_angeal_mythril_slasher	Angeal	gacha	Mythril Slasher	TRUE		10	140	mag	water	580			debuff type=elemResistDown elem=water tier=3 range=allEnemies; buff type=provoke range=self
wpn_angeal_ghost_ensis	Angeal	gacha	Ghost Ensis	TRUE		10	140	mag	earth	780			debuff type=elemResistDown elem=earth tier=3 range=allEnemies; buff type=elemDmgUp elem=earth tier=3 range=allAllies
wpn_angeal_orchard_shovel	Angeal	guild	Orchard Shovel	TRUE	Good Harvest++	10	140	phys	nonelem	1470			buff type=provoke range=self
wpn_angeal_tranquility	Angeal	limited	Tranquility	TRUE	Smashing Splash++	10	140	phys	water	940			buff type=provoke range=self; buff type=veil range=self
wpn_angeal_cyan_s_blade	Angeal	event	Cyan's Blade	TRUE	Blizzara Impact++	10	140	phys	ice	450			
wpn_angeal_turks_blade	Angeal	event	Turks' Blade	TRUE	Debravera Surge A++	10	140	mag	nonelem	250			debuff type=patkDown tier=2 range=allEnemies
wpn_angeal_titan_blade	Angeal	event	Titan Blade	TRUE	Quakera Surge++	10	140	mag	earth	450			
wpn_angeal_penance_blade	Angeal	event	Penance Blade	TRUE	Fira Surge A++	10	140	mag	fire	290			
wpn_angeal_greatsword_of_the_worthy	Angeal	limited	Greatsword of the Worthy	TRUE	Shield of the Mighty++	10	140	mag	heal	7			buff type=pdefUp tier=3 range=allAllies; buff type=mdefUp tier=3 range=allAllies; buff type=veil range=allAllies; heal range=allAllies
wpn_angeal_blade_of_the_hunt	Angeal	event	Blade of the Hunt	TRUE		10	140	mag	ice	290			
wpn_angeal_lightning_s_sword	Angeal	event	Lightning's Sword	TRUE		10	140	phys	nonelem	700			debuff type=patkDown tier=3 range=singleEnemy; buff type=pdefUp tier=3 range=allAllies
wpn_seph_og_masamune	Seph OG	gacha	Masamune	TRUE	Telluric Fury++	10	140	phys	nonelem	800	add=60000		debuff type=pdefDown tier=3 range=singleEnemy; debuff type=mdefDown tier=3 range=singleEnemy
wpn_seph_og_kotetsu	Seph OG	gacha	Kotetsu	TRUE	Hell's Dominion++	10	140	phys	nonelem	540			debuff type=patkDown tier=3 range=allEnemies; debuff type=matkDown tier=3 range=allEnemies
wpn_seph_og_osafune	Seph OG	gacha	Osafune	TRUE	White Horses++	10	140	mag	water	1340			buff type=matkUp tier=3 range=allAllies
wpn_seph_og_shiranui	Seph OG	limited	Shiranui	TRUE	Scarlet Inferno++	10	140	mag	fire	1340			buff type=elemDmgBonus elem=fire range=allAllies value=30
wpn_seph_og_kikuichimonji	Seph OG	limited	Kikuichimonji	TRUE	Shadow Disaster++	10	140	mag	nonelem	1340			buff type=physDmgBonus range=allAllies value=30; buff type=magDmgBonus range=allAllies value=30; buff type=haste range=self when=firstUse
wpn_seph_og_divine_steed_blade	Seph OG	event	Divine Steed Blade	TRUE	Quakera Surge A++	10	140	mag	earth	290			
wpn_seph_og_muramasa	Seph OG	limited	Muramasa	TRUE	Flash of Ruin++	10	140	mag	nonelem	1340			debuff type=singleTgtPhysDmgRcvdUp range=allEnemies value=50; debuff type=singleTgtMagDmgRcvdUp range=allEnemies value=50; buff type=hpGain range=allAllies when=firstUse
wpn_seph_og_starsoul_blade	Seph OG	limited	Starsoul Blade	TRUE	Planet's Purple Lightning++	10	140	mag	lightning	1340			debuff type=mdefDown tier=3 range=singleEnemy; buff type=magWeaponBoost range=allAllies value=35
wpn_seph_og_omega_wing	Seph OG	gacha	Omega Wing	TRUE		10	140						
gear_aerith_rosy_battle_suit	Aerith	gear	Rosy Battle Suit	TRUE									set type=boostHEAL value=8 mode=passive; set type=boostMDEF value=8 mode=passive
gear_aerith_sunny_robe	Aerith	gear	Sunny Robe	TRUE									set type=boostHP value=10 mode=passive; set type=boostMATK value=10 mode=passive
gear_aerith_the_slum_s_flower_girl	Aerith	gear	The Slum's Flower Girl	TRUE									set type=boostPDEF value=4 mode=passive; set type=boostMDEF value=4 mode=passive
gear_aerith_prism_dress	Aerith	gear	Prism Dress	TRUE									set type=boostMATK value=5 mode=passive; set type=elemArcanum elem=wind value=35 mode=passive
gear_aerith_chocobo_suit	Aerith	gear	Chocobo Suit	TRUE									set type=boostHP value=8 mode=passive; set type=boostMDEF value=8 mode=passive
gear_barret_avalanche_leader	Barret	gear	Avalanche Leader	TRUE									set type=boostPDEF value=4 mode=passive; set type=boostPDEF value=4 mode=passive
gear_barret_fiery_cape	Barret	gear	Fiery Cape	TRUE									set type=boostHP value=8 mode=passive; set type=boostPDEF value=8 mode=passive
gear_barret_scrap_armor	Barret	gear	Scrap Armor	TRUE									set type=boostPATK value=10 mode=passive; set type=boostATK value=10 mode=passive
gear_cloud_battlefiend_garb	Cloud	gear	Battlefiend Garb	TRUE									set type=boostHP value=8 mode=passive; set type=boostPDEF value=8 mode=passive
gear_cloud_ex_soldier_first_class	Cloud	gear	Ex-SOLDIER: First Class	TRUE									set type=boostPDEF value=4 mode=passive; set type=boostPDEF value=4 mode=passive
gear_cloud_maritime_sailor	Cloud	gear	Maritime Sailor	TRUE									set type=boostHP value=10 mode=passive; set type=elemArcanum elem=water value=20 mode=passive
gear_cloud_murasame_battle_garb	Cloud	gear	Murasame Battle Garb	TRUE	Ultra Thunderstrike			phys	lightning	2000			set type=boostPATK value=10 mode=passive; set type=elemArcanum elem=lightning value=35 mode=passive
gear_cloud_bandaged_coat	Cloud	gear	Bandaged Coat	TRUE									set type=boostHP value=10 mode=passive; set type=boostHEAL value=10 mode=passive
gear_glenn_cake_breaker	Glenn	gear	Cake Breaker	TRUE									set type=boostATK value=8 mode=passive; set type=boostMDEF value=8 mode=passive
gear_glenn_doom_dodger	Glenn	gear	Doom Dodger	TRUE									set type=boostHP value=8 mode=passive; set type=boostPDEF value=8 mode=passive
gear_glenn_unprecedented_p0_soldier	Glenn	gear	Unprecedented P0 SOLDIER	TRUE									set type=boostPDEF value=4 mode=passive; set type=boostPDEF value=4 mode=passive
gear_lucia_black_stealth	Lucia	gear	Black Stealth	TRUE									set type=boostPATK value=8 mode=passive; set type=boostMDEF value=8 mode=passive
gear_lucia_disciplined_p0_soldier	Lucia	gear	Disciplined P0 SOLDIER	TRUE									set type=boostPDEF value=4 mode=passive; set type=boostPDEF value=4 mode=passive
gear_lucia_marksqueen	Lucia	gear	Marksqueen	TRUE									set type=boostATK value=8 mode=passive; set type=boostPDEF value=8 mode=passive
gear_matt_elite_uniform	Matt	gear	Elite Uniform	TRUE									set type=boostHEAL value=8 mode=passive; set type=boostPDEF value=8 mode=passive
gear_matt_intellectual_p0_soldier	Matt	gear	Intellectual P0 SOLDIER	TRUE									set type=boostPDEF value=4 mode=passive; set type=boostMDEF value=4 mode=passive
gear_matt_professor	Matt	gear	Professor	TRUE									set type=boostATK value=8 mode=passive; set type=boostMDEF value=8 mode=passive
gear_matt_killer_attire	Matt	gear	Killer Attire	TRUE	Ultra Killing Slash			phys	nonelem	1000			gauge type=atb range=allyExcludingSelf; set type=boostHP value=10 mode=passive; set type=boostPATK value=10 mode=passive
gear_red_xiii_hojo_s_specimen	Red XIII	gear	Hojo's Specimen	TRUE									set type=boostPDEF value=4 mode=passive; set type=boostMDEF value=4 mode=passive
gear_red_xiii_rubber_harness	Red XIII	gear	Rubber Harness	TRUE									set type=boostHEAL value=8 mode=passive; set type=boostPDEF value=8 mode=passive
gear_red_xiii_seaside_aloha	Red XIII	gear	Seaside Aloha	TRUE									set type=boostHP value=10 mode=passive; set type=boostPATK value=10 mode=passive
gear_sephiroth_edged_wings_training_garb	Sephiroth	gear	Edged Wings Training Garb	TRUE									set type=boostMATK value=10 mode=passive; set type=elemArcanum elem=ice value=35 mode=passive
gear_sephiroth_aeroglider	Sephiroth	gear	Aeroglider	TRUE									set type=boostATK value=8 mode=passive; set type=boostPDEF value=8 mode=passive
gear_sephiroth_shinra_s_hero	Sephiroth	gear	Shinra's Hero	TRUE									set type=boostPDEF value=4 mode=passive; set type=boostPDEF value=4 mode=passive
gear_sephiroth_dark_harbinger	Sephiroth	gear	Dark Harbinger	TRUE									set type=boostHP value=10 mode=passive; set type=elemArcanum elem=wind value=20 mode=passive
gear_tifa_lifeguard	Tifa	gear	Lifeguard	TRUE									set type=boostHP value=10 mode=passive; set type=boostHEAL value=10 mode=passive
gear_tifa_metalfoot	Tifa	gear	Metalfoot	TRUE									set type=boostATK value=8 mode=passive; set type=boostPDEF value=8 mode=passive
gear_tifa_seventh_heaven_bartender	Tifa	gear	Seventh Heaven Bartender	TRUE									set type=boostPDEF value=4 mode=passive; set type=boostPDEF value=4 mode=passive
gear_zack_soldier_second_class_future_hero	Zack	gear	SOLDIER: Second Class Future Hero	TRUE									set type=boostPDEF value=4 mode=passive; set type=boostPDEF value=4 mode=passive
gear_zack_tropical_beach	Zack	gear	Tropical Beach	TRUE									set type=boostHP value=8 mode=passive; set type=boostMDEF value=8 mode=passive
gear_zack_valiant_suit	Zack	gear	Valiant Suit	TRUE									set type=boostATK value=8 mode=passive; set type=boostPDEF value=8 mode=passive
gear_zack_black_hound	Zack	gear	Black Hound	TRUE									set type=boostHP value=15 mode=passive; set type=boostPATK value=15 mode=passive
gear_glenn_pumpkinmare	Glenn	gear	Pumpkinmare	TRUE									set type=boostHP value=15 mode=passive; set type=boostPATK value=15 mode=passive
gear_cloud_zidane_s_outfit	Cloud	gear	Zidane's Outfit	TRUE									set type=boostHP value=15 mode=passive; set type=physAbilityMastery value=15 mode=passive
